sentiment score,user
0.35353535353535354,@BBC
0.2828282828282828,@BBC
0.41414141414141414,@BBC
0.37373737373737376,@BBC
0.3333333333333333,@BBC
0.3939393939393939,@BBC
0.37373737373737376,@BBC
0.3434343434343434,@BBC
0.37373737373737376,@BBC
0.2828282828282828,@BBC
0.5757575757575758,@BBC
0.5959595959595959,@BBC
0.36363636363636365,@BBC
0.35353535353535354,@BBC
0.48484848484848486,@BBC
0.47474747474747475,@BBC
0.3434343434343434,@CNN
0.26262626262626265,@CNN
0.40404040404040403,@CNN
0.35353535353535354,@CNN
0.35353535353535354,@CNN
0.37373737373737376,@CNN
0.3939393939393939,@CNN
0.37373737373737376,@CNN
0.3333333333333333,@CNN
0.3434343434343434,@CNN
0.494949494949495,@CNN
0.6464646464646465,@CNN
0.40404040404040403,@CNN
0.29292929292929293,@CNN
0.43434343434343436,@GovRonDeSantis
0.1919191919191919,@GovRonDeSantis
0.47474747474747475,@GovRonDeSantis
0.3333333333333333,@GovRonDeSantis
0.35353535353535354,@GovRonDeSantis
0.3434343434343434,@GovRonDeSantis
0.42424242424242425,@GovRonDeSantis
0.36363636363636365,@GovRonDeSantis
0.3434343434343434,@GovRonDeSantis
0.3434343434343434,@GovRonDeSantis
0.4444444444444444,@GovRonDeSantis
0.6363636363636364,@GovRonDeSantis
0.46464646464646464,@donnabrazile
0.23232323232323232,@donnabrazile
0.40404040404040403,@SenSanders
0.23232323232323232,@SenSanders
0.42424242424242425,@SenSanders
0.37373737373737376,@SenSanders
0.3434343434343434,@SenSanders
0.3333333333333333,@SenSanders
0.43434343434343436,@SenSanders
0.3434343434343434,@SenSanders
0.3434343434343434,@SenSanders
0.37373737373737376,@SenSanders
0.30303030303030304,@AOC
0.2727272727272727,@AOC
0.40404040404040403,@AOC
0.3838383838383838,@AOC
0.31313131313131315,@AOC
0.3434343434343434,@AOC
0.45454545454545453,@politifact
0.29292929292929293,@politifact
0.3939393939393939,@politifact
0.35353535353535354,@politifact
0.37373737373737376,@mtgreenee
0.29292929292929293,@mtgreenee
0.37373737373737376,@mtgreenee
0.37373737373737376,@mtgreenee
0.3434343434343434,@mtgreenee
0.3333333333333333,@mtgreenee
0.47474747474747475,@mtgreenee
0.31313131313131315,@mtgreenee
0.3333333333333333,@FoxNews
0.31313131313131315,@FoxNews
0.35353535353535354,@FoxNews
0.37373737373737376,@FoxNews
0.37373737373737376,@FoxNews
0.3333333333333333,@FoxNews
0.46464646464646464,@FoxNews
0.29292929292929293,@FoxNews
0.31313131313131315,@FoxNews
0.3939393939393939,@FoxNews
0.3434343434343434,@FoxNews
0.5959595959595959,@FoxNews
0.5959595959595959,@FoxNews
0.2727272727272727,@FoxNews
0.3939393939393939,@FoxNews
0.5252525252525253,@FoxNews
0.41414141414141414,@FoxNews
0.5050505050505051,@FoxNews
0.41414141414141414,@FoxNews
